Microsoft Corporation,irrelevant,MSFT,2023-04-05,285.85,287.15,282.92,284.34,282,22064800.00,2023-04-06,283.21,292.08,282.03,291.60,289,29770300.00,2023-04-10,289.21,289.60,284.71,289.39,287,23103000.00,2023-04-11,285.75,285.98,281.64,282.83,280,27276600.00,2023-04-12,284.79,287.01,281.96,283.49,281,27403400.00,2023-04-13,283.59,289.90,283.17,289.84,287,24222700.00,2023-04-14,287.00,288.48,283.69,286.14,283,20987900.00,2023-04-17,289.93,291.60,286.16,288.80,286,23836200.00,2023-04-18,291.57,291.76,287.01,288.37,286,20161800.00,2023-04-19,285.99,289.05,284.54,288.45,286,17150300.00,2023-04-20,285.25,289.03,285.08,286.11,283,23244400.00,2023-04-21,285.01,286.27,283.06,285.76,283,21676400.00,2023-04-24,282.09,284.95,278.72,281.77,279,26611000.00,2023-04-25,279.51,281.60,275.37,275.42,273,45772200.00,2023-04-26,296.70,299.57,292.73,295.37,292,64599200.00,2023-04-27,295.97,305.20,295.25,304.83,302,46462600.00,2023-04-28,304.01,308.93,303.31,307.26,304,36446700.00,2023-05-01,306.97,308.60,305.15,305.56,303,21294100.00,2023-05-02,307.76,309.18,303.91,305.41,302,26404400.00,2023-05-03,306.62,308.61,304.09,304.40,301,22360800.00,2023-05-04,306.24,307.76,303.40,305.41,302,22519900.00,2023-05-05,305.72,311.97,304.27,310.65,308,28181200.00,2023-05-08,310.13,310.20,306.09,308.65,306,21318600.00,2023-05-09,308.00,310.04,306.31,307.00,304,21340800.00,2023-05-10,308.62,313.00,307.67,312.31,309,30078000.00,2023-05-11,310.10,311.12,306.26,310.11,307,31680200.00,2023-05-12,310.55,310.65,306.60,308.97,306,19758100.00,2023-05-15,309.10,309.90,307.59,309.46,306,16336500.00,2023-05-16,309.83,313.71,309.83,311.74,309,26730300.00,2023-05-17,312.29,314.43,310.74,314.00,312,24315000.00
apple,relevant,app
